model,arch,tier,quant,keypoint,group,mean_OKS,n_images
yolo26m-pose,v26,m,mixed,right_hip,trunk,0.9990465200568157,6497
yolo26m-pose,v26,m,mixed,left_elbow,mid-limb,0.9985347451135815,6497
yolo26m-pose,v26,m,mixed,right_elbow,mid-limb,0.9987431975532496,6497
yolo26m-pose,v26,m,mixed,left_knee,mid-limb,0.9981585578138802,6497
yolo26m-pose,v26,m,mixed,right_knee,mid-limb,0.9984193499844546,6497
yolo26m-pose,v26,m,mixed,left_wrist,extremity,0.9974903070173741,6497
yolo26m-pose,v26,m,mixed,right_wrist,extremity,0.9983591720909174,6497
yolo26m-pose,v26,m,mixed,left_ankle,extremity,0.9979602921984979,6497
yolo26m-pose,v26,m,mixed,right_ankle,extremity,0.9983340164223161,6497
yolo26l-pose,v26,l,full,nose,head,0.8071619317871366,6484
yolo26l-pose,v26,l,full,left_eye,head,0.7790995000296576,6484
yolo26l-pose,v26,l,full,right_eye,head,0.8039998379867955,6484
yolo26l-pose,v26,l,full,left_ear,head,0.8636224219461315,6484
yolo26l-pose,v26,l,full,right_ear,head,0.8675696371866662,6484
yolo26l-pose,v26,l,full,left_shoulder,trunk,0.9836703128227484,6484
yolo26l-pose,v26,l,full,right_shoulder,trunk,0.9812995943658339,6484
yolo26l-pose,v26,l,full,left_hip,trunk,0.9892644439011654,6484
yolo26l-pose,v26,l,full,right_hip,trunk,0.9869214926273029,6484
yolo26l-pose,v26,l,full,left_elbow,mid-limb,0.9673152196476428,6484
yolo26l-pose,v26,l,full,right_elbow,mid-limb,0.9666050110190398,6484
yolo26l-pose,v26,l,full,left_knee,mid-limb,0.9771833234647657,6484
yolo26l-pose,v26,l,full,right_knee,mid-limb,0.9705377944729593,6484
yolo26l-pose,v26,l,full,left_wrist,extremity,0.9439253590754713,6484
yolo26l-pose,v26,l,full,right_wrist,extremity,0.9470117750189568,6484
yolo26l-pose,v26,l,full,left_ankle,extremity,0.9741122602287302,6484
yolo26l-pose,v26,l,full,right_ankle,extremity,0.9322307354230066,6484
yolo26l-pose,v26,l,mixed,nose,head,0.9702516700464887,6479
yolo26l-pose,v26,l,mixed,left_eye,head,0.9725564202704163,6479
yolo26l-pose,v26,l,mixed,right_eye,head,0.957337990128966,6479
yolo26l-pose,v26,l,mixed,left_ear,head,0.970935466737444,6479
yolo26l-pose,v26,l,mixed,right_ear,head,0.9662245012659665,6479
yolo26l-pose,v26,l,mixed,left_shoulder,trunk,0.992517658023052,6479
yolo26l-pose,v26,l,mixed,right_shoulder,trunk,0.9957913257594142,6479
yolo26l-pose,v26,l,mixed,left_hip,trunk,0.9915895153360029,6479
yolo26l-pose,v26,l,mixed,right_hip,trunk,0.9939819830241844,6479
yolo26l-pose,v26,l,mixed,left_elbow,mid-limb,0.9927432613959033,6479
yolo26l-pose,v26,l,mixed,right_elbow,mid-limb,0.9941769091900056,6479
yolo26l-pose,v26,l,mixed,left_knee,mid-limb,0.9929784803278764,6479
yolo26l-pose,v26,l,mixed,right_knee,mid-limb,0.9913247211066449,6479
yolo26l-pose,v26,l,mixed,left_wrist,extremity,0.9866501617736098,6479
yolo26l-pose,v26,l,mixed,right_wrist,extremity,0.9918103736153872,6479
yolo26l-pose,v26,l,mixed,left_ankle,extremity,0.9935860963512115,6479
yolo26l-pose,v26,l,mixed,right_ankle,extremity,0.986752138058279,6479
