model,arch,tier,quant,keypoint,group,mean_OKS,n_images
yolo26m-pose,v26,m,mixed,right_hip,trunk,0.9987708352102593,6494
yolo26m-pose,v26,m,mixed,left_elbow,mid-limb,0.9982135093735427,6494
yolo26m-pose,v26,m,mixed,right_elbow,mid-limb,0.998079218383453,6494
yolo26m-pose,v26,m,mixed,left_knee,mid-limb,0.9969010643355188,6494
yolo26m-pose,v26,m,mixed,right_knee,mid-limb,0.9974744121144647,6494
yolo26m-pose,v26,m,mixed,left_wrist,extremity,0.9891593200089198,6494
yolo26m-pose,v26,m,mixed,right_wrist,extremity,0.9941511899031585,6494
yolo26m-pose,v26,m,mixed,left_ankle,extremity,0.9975845480292124,6494
yolo26m-pose,v26,m,mixed,right_ankle,extremity,0.9979876672279572,6494
yolo26l-pose,v26,l,full,nose,head,0.8255387931061199,6495
yolo26l-pose,v26,l,full,left_eye,head,0.7896227617498578,6495
yolo26l-pose,v26,l,full,right_eye,head,0.8258278441591627,6495
yolo26l-pose,v26,l,full,left_ear,head,0.8628660421634057,6495
yolo26l-pose,v26,l,full,right_ear,head,0.8808097807340235,6495
yolo26l-pose,v26,l,full,left_shoulder,trunk,0.986619964862177,6495
yolo26l-pose,v26,l,full,right_shoulder,trunk,0.9831509679724286,6495
yolo26l-pose,v26,l,full,left_hip,trunk,0.9894724751370377,6495
yolo26l-pose,v26,l,full,right_hip,trunk,0.9840306455724821,6495
yolo26l-pose,v26,l,full,left_elbow,mid-limb,0.9547206693556328,6495
yolo26l-pose,v26,l,full,right_elbow,mid-limb,0.9617196269778123,6495
yolo26l-pose,v26,l,full,left_knee,mid-limb,0.974685926343203,6495
yolo26l-pose,v26,l,full,right_knee,mid-limb,0.9563453639998115,6495
yolo26l-pose,v26,l,full,left_wrist,extremity,0.9350309866698118,6495
yolo26l-pose,v26,l,full,right_wrist,extremity,0.8924642971881404,6495
yolo26l-pose,v26,l,full,left_ankle,extremity,0.9749506056681323,6495
yolo26l-pose,v26,l,full,right_ankle,extremity,0.9148225770105584,6495
yolo26l-pose,v26,l,mixed,nose,head,0.9742037814443694,6495
yolo26l-pose,v26,l,mixed,left_eye,head,0.9711484574570988,6495
yolo26l-pose,v26,l,mixed,right_eye,head,0.963147011608943,6495
yolo26l-pose,v26,l,mixed,left_ear,head,0.9625427817918514,6495
yolo26l-pose,v26,l,mixed,right_ear,head,0.965819493251876,6495
yolo26l-pose,v26,l,mixed,left_shoulder,trunk,0.9927551444050577,6495
yolo26l-pose,v26,l,mixed,right_shoulder,trunk,0.9950078645221634,6495
yolo26l-pose,v26,l,mixed,left_hip,trunk,0.9920521206124553,6495
yolo26l-pose,v26,l,mixed,right_hip,trunk,0.9942023874305438,6495
yolo26l-pose,v26,l,mixed,left_elbow,mid-limb,0.9909398730700153,6495
yolo26l-pose,v26,l,mixed,right_elbow,mid-limb,0.9909304294634695,6495
yolo26l-pose,v26,l,mixed,left_knee,mid-limb,0.9911967641191676,6495
yolo26l-pose,v26,l,mixed,right_knee,mid-limb,0.9818692601702049,6495
yolo26l-pose,v26,l,mixed,left_wrist,extremity,0.9817328077804234,6495
yolo26l-pose,v26,l,mixed,right_wrist,extremity,0.9792142309709307,6495
yolo26l-pose,v26,l,mixed,left_ankle,extremity,0.989351245638294,6495
yolo26l-pose,v26,l,mixed,right_ankle,extremity,0.9708955140263706,6495
